"","State","Year","Colonies","YieldPerCol","TotalProd","Pesticide","value","Pollutant","value"
"9990","Texas",2008,77000,64,4928000,"Thiamethoxam",16558.7,"O3.Mean",0.0249055523794739
"9991","Texas",2009,89000,63,5607000,"Thiamethoxam",20451.6,"O3.Mean",0.0245461412975153
"9992","Texas",2010,1e+05,72,7200000,"Thiamethoxam",21185.7,"O3.Mean",0.025083522737947
"9993","Texas",2011,78000,58,4524000,"Thiamethoxam",31178.1,"O3.Mean",0.0275477603765641
"9994","Texas",2012,92000,52,4784000,"Thiamethoxam",51258.9,"O3.Mean",0.0270687059452842
"9995","Texas",2013,106000,59,6254000,"Thiamethoxam",37905.6,"O3.Mean",0.0266034049739074
"9996","Texas",2014,116000,78,9048000,"Thiamethoxam",45239,"O3.Mean",0.0251783299550222
"9997","Texas",2015,126000,66,8316000,"Thiamethoxam",19475.6,"O3.Mean",0.0248167708774483
"9998","Texas",2016,133000,70,9310000,"Thiamethoxam",6855.40000000001,"O3.Mean",0.0270010560606061
"9999","Texas",2017,120000,66,7920000,"Thiamethoxam",NA,"O3.Mean",NA
"10000","Utah",1991,45000,34,1530000,"Thiamethoxam",NA,"O3.Mean",NA
"10001","Utah",1992,47000,56,2632000,"Thiamethoxam",NA,"O3.Mean",NA
"10002","Utah",1993,42000,53,2226000,"Thiamethoxam",NA,"O3.Mean",NA
"10003","Utah",1994,43000,59,2537000,"Thiamethoxam",NA,"O3.Mean",NA
"10004","Utah",1995,32000,33,1056000,"Thiamethoxam",0,"O3.Mean",NA
"10005","Utah",1996,34000,46,1564000,"Thiamethoxam",0,"O3.Mean",NA
"10006","Utah",1997,32000,52,1664000,"Thiamethoxam",0,"O3.Mean",NA
"10007","Utah",1998,30000,58,1740000,"Thiamethoxam",0,"O3.Mean",NA
"10008","Utah",1999,26000,45,1170000,"Thiamethoxam",0,"O3.Mean",NA
"10009","Utah",2000,24000,41,984000,"Thiamethoxam",0,"O3.Mean",NA
"10010","Utah",2001,23000,38,874000,"Thiamethoxam",0,"O3.Mean",NA
"10011","Utah",2002,22000,59,1298000,"Thiamethoxam",1.4,"O3.Mean",NA
"10012","Utah",2003,25000,57,1425000,"Thiamethoxam",1.7,"O3.Mean",NA
"10013","Utah",2004,24000,70,1680000,"Thiamethoxam",0.9,"O3.Mean",NA
"10014","Utah",2005,24000,45,1080000,"Thiamethoxam",11.4,"O3.Mean",NA
"10015","Utah",2006,26000,50,1300000,"Thiamethoxam",50.8,"O3.Mean",NA
"10016","Utah",2007,28000,42,1176000,"Thiamethoxam",6.5,"O3.Mean",NA
"10017","Utah",2008,28000,48,1344000,"Thiamethoxam",39.7,"O3.Mean",NA
"10018","Utah",2009,26000,38,988000,"Thiamethoxam",91,"O3.Mean",NA
"10019","Utah",2010,26000,30,780000,"Thiamethoxam",157.1,"O3.Mean",NA
"10020","Utah",2011,23000,39,897000,"Thiamethoxam",188,"O3.Mean",0.0270114182825485
"10021","Utah",2012,25000,38,950000,"Thiamethoxam",196.2,"O3.Mean",0.0357252171717172
"10022","Utah",2013,30000,34,1020000,"Thiamethoxam",527.2,"O3.Mean",0.0329574905753968
"10023","Utah",2014,29000,28,812000,"Thiamethoxam",413.5,"O3.Mean",0.0274136815286624
"10024","Utah",2015,27000,42,1134000,"Thiamethoxam",0.3,"O3.Mean",0.027733814229249
"10025","Utah",2016,31000,32,992000,"Thiamethoxam",8.1,"O3.Mean",0.013307619047619
"10026","Utah",2017,27000,31,837000,"Thiamethoxam",NA,"O3.Mean",NA
"10027","Vermont",1991,6000,75,450000,"Thiamethoxam",NA,"O3.Mean",NA
"10028","Vermont",1992,6000,63,378000,"Thiamethoxam",NA,"O3.Mean",NA
"10029","Vermont",1993,6000,82,492000,"Thiamethoxam",NA,"O3.Mean",NA
"10030","Vermont",1994,5000,77,385000,"Thiamethoxam",NA,"O3.Mean",NA
"10031","Vermont",1995,5000,67,335000,"Thiamethoxam",0,"O3.Mean",NA
"10032","Vermont",1996,4000,83,332000,"Thiamethoxam",0,"O3.Mean",NA
"10033","Vermont",1997,5000,63,315000,"Thiamethoxam",0,"O3.Mean",NA
"10034","Vermont",1998,6000,64,384000,"Thiamethoxam",0,"O3.Mean",NA
"10035","Vermont",1999,6000,66,396000,"Thiamethoxam",0,"O3.Mean",NA
"10036","Vermont",2000,7000,59,413000,"Thiamethoxam",0,"O3.Mean",NA
"10037","Vermont",2001,7000,81,567000,"Thiamethoxam",0,"O3.Mean",NA
"10038","Vermont",2002,7000,89,623000,"Thiamethoxam",1.9,"O3.Mean",NA
"10039","Vermont",2003,7000,83,581000,"Thiamethoxam",1.9,"O3.Mean",NA
"10040","Vermont",2004,6000,68,408000,"Thiamethoxam",7.5,"O3.Mean",NA
"10041","Vermont",2005,6000,91,546000,"Thiamethoxam",112.7,"O3.Mean",NA
"10042","Vermont",2006,6000,56,336000,"Thiamethoxam",15.2,"O3.Mean",NA
"10043","Vermont",2007,5000,64,320000,"Thiamethoxam",758.4,"O3.Mean",NA
"10044","Vermont",2008,5000,66,330000,"Thiamethoxam",62.1,"O3.Mean",NA
"10045","Vermont",2009,5000,49,245000,"Thiamethoxam",146.8,"O3.Mean",NA
"10046","Vermont",2010,4000,65,260000,"Thiamethoxam",188.7,"O3.Mean",NA
"10047","Vermont",2011,4000,43,172000,"Thiamethoxam",130.6,"O3.Mean",NA
"10048","Vermont",2012,4000,60,240000,"Thiamethoxam",80.6,"O3.Mean",NA
"10049","Vermont",2013,3000,51,153000,"Thiamethoxam",245,"O3.Mean",NA
"10050","Vermont",2014,3000,58,174000,"Thiamethoxam",176,"O3.Mean",NA
"10051","Vermont",2015,5000,52,260000,"Thiamethoxam",18.9,"O3.Mean",NA
"10052","Vermont",2016,6000,52,312000,"Thiamethoxam",21.8,"O3.Mean",NA
"10053","Vermont",2017,7000,45,315000,"Thiamethoxam",NA,"O3.Mean",NA
"10054","Virginia",1991,16000,33,528000,"Thiamethoxam",NA,"O3.Mean",NA
"10055","Virginia",1992,13000,38,494000,"Thiamethoxam",NA,"O3.Mean",NA
"10056","Virginia",1993,10000,54,540000,"Thiamethoxam",NA,"O3.Mean",NA
"10057","Virginia",1994,11000,52,572000,"Thiamethoxam",NA,"O3.Mean",NA
"10058","Virginia",1995,9000,45,405000,"Thiamethoxam",0,"O3.Mean",NA
"10059","Virginia",1996,7000,50,350000,"Thiamethoxam",0,"O3.Mean",NA
"10060","Virginia",1997,8000,53,424000,"Thiamethoxam",0,"O3.Mean",NA
"10061","Virginia",1998,8000,37,296000,"Thiamethoxam",0,"O3.Mean",NA
"10062","Virginia",1999,7000,35,245000,"Thiamethoxam",0,"O3.Mean",NA
"10063","Virginia",2000,7000,42,294000,"Thiamethoxam",0,"O3.Mean",0.0219377586586001
"10064","Virginia",2001,9000,52,468000,"Thiamethoxam",0,"O3.Mean",NA
"10065","Virginia",2002,8000,38,304000,"Thiamethoxam",250.8,"O3.Mean",NA
"10066","Virginia",2003,6000,37,222000,"Thiamethoxam",234.2,"O3.Mean",NA
"10067","Virginia",2004,7000,38,266000,"Thiamethoxam",616.5,"O3.Mean",NA
"10068","Virginia",2005,8000,37,296000,"Thiamethoxam",437,"O3.Mean",NA
"10069","Virginia",2006,8000,42,336000,"Thiamethoxam",1173,"O3.Mean",0.0249889682974559
"10070","Virginia",2007,6000,46,276000,"Thiamethoxam",2715.4,"O3.Mean",0.0295115846817691
"10071","Virginia",2008,6000,42,252000,"Thiamethoxam",1514.2,"O3.Mean",0.02635990105245
"10072","Virginia",2009,6000,39,234000,"Thiamethoxam",3659.6,"O3.Mean",0.0259085274122807
"10073","Virginia",2010,5000,37,185000,"Thiamethoxam",1349.2,"O3.Mean",0.0344802697674418
"10074","Virginia",2011,4000,40,160000,"Thiamethoxam",5719.8,"O3.Mean",0.033172584496124
"10075","Virginia",2012,4000,41,164000,"Thiamethoxam",3471.1,"O3.Mean",0.0288636871980676
"10076","Virginia",2013,5000,35,175000,"Thiamethoxam",4279.2,"O3.Mean",0.0253451296803653
"10077","Virginia",2014,6000,41,246000,"Thiamethoxam",3840.9,"O3.Mean",0.0286764354094579
"10078","Virginia",2015,6000,38,228000,"Thiamethoxam",400.5,"O3.Mean",0.0266972442922375
"10079","Virginia",2016,5000,38,190000,"Thiamethoxam",1000.9,"O3.Mean",0.0229079
"10080","Virginia",2017,5000,35,175000,"Thiamethoxam",NA,"O3.Mean",NA
"10081","Washington",1991,85000,42,3570000,"Thiamethoxam",NA,"O3.Mean",NA
"10082","Washington",1992,80000,44,3520000,"Thiamethoxam",NA,"O3.Mean",NA
"10083","Washington",1993,60000,45,2700000,"Thiamethoxam",NA,"O3.Mean",NA
"10084","Washington",1994,60000,62,3720000,"Thiamethoxam",0,"O3.Mean",NA
"10085","Washington",1995,60000,59,3540000,"Thiamethoxam",0,"O3.Mean",NA
"10086","Washington",1996,57000,58,3306000,"Thiamethoxam",0,"O3.Mean",NA
"10087","Washington",1997,60000,52,3120000,"Thiamethoxam",0,"O3.Mean",NA
"10088","Washington",1998,58000,51,2958000,"Thiamethoxam",0,"O3.Mean",NA
"10089","Washington",1999,52000,50,2600000,"Thiamethoxam",0,"O3.Mean",NA
"10090","Washington",2000,52000,54,2808000,"Thiamethoxam",0,"O3.Mean",NA
"10091","Washington",2001,48000,52,2496000,"Thiamethoxam",211.1,"O3.Mean",NA
"10092","Washington",2002,50000,51,2550000,"Thiamethoxam",717.5,"O3.Mean",NA
"10093","Washington",2003,58000,56,3248000,"Thiamethoxam",1402.7,"O3.Mean",NA
"10094","Washington",2004,56000,63,3528000,"Thiamethoxam",1679.7,"O3.Mean",NA
"10095","Washington",2005,51000,55,2805000,"Thiamethoxam",4023.6,"O3.Mean",NA
"10096","Washington",2006,49000,52,2548000,"Thiamethoxam",708.9,"O3.Mean",NA
"10097","Washington",2007,46000,44,2024000,"Thiamethoxam",1251.5,"O3.Mean",NA
"10098","Washington",2008,49000,44,2156000,"Thiamethoxam",2020.9,"O3.Mean",NA
"10099","Washington",2009,62000,44,2728000,"Thiamethoxam",7777,"O3.Mean",NA
"10100","Washington",2010,71000,37,2627000,"Thiamethoxam",6492.3,"O3.Mean",NA
"10101","Washington",2011,71000,38,2698000,"Thiamethoxam",14840,"O3.Mean",NA
"10102","Washington",2012,62000,41,2542000,"Thiamethoxam",11293,"O3.Mean",NA
"10103","Washington",2013,69000,39,2691000,"Thiamethoxam",14776.1,"O3.Mean",0.0151621081081081
"10104","Washington",2014,68000,44,2992000,"Thiamethoxam",12349.6,"O3.Mean",0.0299781904761905
"10105","Washington",2015,73000,44,3212000,"Thiamethoxam",3198.6,"O3.Mean",0.0214684940476191
"10106","Washington",2016,84000,35,2940000,"Thiamethoxam",4947.3,"O3.Mean",0.0154364666666667
"10107","Washington",2017,77000,45,3465000,"Thiamethoxam",NA,"O3.Mean",NA
"10108","West Virginia",1991,26000,24,624000,"Thiamethoxam",NA,"O3.Mean",NA
"10109","West Virginia",1992,23000,55,1265000,"Thiamethoxam",NA,"O3.Mean",NA
"10110","West Virginia",1993,20000,37,740000,"Thiamethoxam",NA,"O3.Mean",NA
"10111","West Virginia",1994,20000,44,880000,"Thiamethoxam",NA,"O3.Mean",NA
"10112","West Virginia",1995,13000,41,533000,"Thiamethoxam",0,"O3.Mean",NA
"10113","West Virginia",1996,10000,59,590000,"Thiamethoxam",0,"O3.Mean",NA
"10114","West Virginia",1997,8000,70,560000,"Thiamethoxam",0,"O3.Mean",NA
"10115","West Virginia",1998,6000,55,330000,"Thiamethoxam",0,"O3.Mean",NA
"10116","West Virginia",1999,6000,39,234000,"Thiamethoxam",0,"O3.Mean",NA
"10117","West Virginia",2000,7000,54,378000,"Thiamethoxam",0,"O3.Mean",NA
"10118","West Virginia",2001,7000,65,455000,"Thiamethoxam",0,"O3.Mean",NA
"10119","West Virginia",2002,9000,51,459000,"Thiamethoxam",0.4,"O3.Mean",NA
"10120","West Virginia",2003,8000,47,376000,"Thiamethoxam",0.3,"O3.Mean",NA
"10121","West Virginia",2004,9000,55,495000,"Thiamethoxam",28.1,"O3.Mean",NA
"10122","West Virginia",2005,8000,51,408000,"Thiamethoxam",19.4,"O3.Mean",NA
"10123","West Virginia",2006,6000,42,252000,"Thiamethoxam",41.1,"O3.Mean",NA
"10124","West Virginia",2007,6000,48,288000,"Thiamethoxam",66.6,"O3.Mean",NA
"10125","West Virginia",2008,6000,43,258000,"Thiamethoxam",51.2,"O3.Mean",NA
"10126","West Virginia",2009,5000,37,185000,"Thiamethoxam",131.4,"O3.Mean",NA
"10127","West Virginia",2010,5000,40,2e+05,"Thiamethoxam",92.2,"O3.Mean",NA
"10128","West Virginia",2011,4000,53,212000,"Thiamethoxam",257.3,"O3.Mean",NA
"10129","West Virginia",2012,6000,48,288000,"Thiamethoxam",309.2,"O3.Mean",NA
"10130","West Virginia",2013,6000,46,276000,"Thiamethoxam",318.9,"O3.Mean",NA
"10131","West Virginia",2014,6000,31,186000,"Thiamethoxam",547.4,"O3.Mean",NA
"10132","West Virginia",2015,5000,35,175000,"Thiamethoxam",44,"O3.Mean",NA
"10133","West Virginia",2016,5000,32,160000,"Thiamethoxam",35.7,"O3.Mean",NA
"10134","West Virginia",2017,6000,40,240000,"Thiamethoxam",NA,"O3.Mean",NA
"10135","Wisconsin",1991,110000,67,7370000,"Thiamethoxam",NA,"O3.Mean",NA
"10136","Wisconsin",1992,105000,66,6930000,"Thiamethoxam",NA,"O3.Mean",NA
"10137","Wisconsin",1993,1e+05,82,8200000,"Thiamethoxam",NA,"O3.Mean",NA
"10138","Wisconsin",1994,75000,71,5325000,"Thiamethoxam",NA,"O3.Mean",NA
"10139","Wisconsin",1995,73000,79,5767000,"Thiamethoxam",0,"O3.Mean",NA
"10140","Wisconsin",1996,69000,78,5382000,"Thiamethoxam",0,"O3.Mean",NA
"10141","Wisconsin",1997,79000,60,4740000,"Thiamethoxam",0,"O3.Mean",NA
"10142","Wisconsin",1998,89000,91,8099000,"Thiamethoxam",0,"O3.Mean",NA
"10143","Wisconsin",1999,80000,75,6e+06,"Thiamethoxam",0,"O3.Mean",NA
"10144","Wisconsin",2000,84000,90,7560000,"Thiamethoxam",0,"O3.Mean",NA
"10145","Wisconsin",2001,67000,81,5427000,"Thiamethoxam",29.1,"O3.Mean",NA
"10146","Wisconsin",2002,70000,95,6650000,"Thiamethoxam",680.9,"O3.Mean",NA
"10147","Wisconsin",2003,74000,77,5698000,"Thiamethoxam",1950.7,"O3.Mean",NA
"10148","Wisconsin",2004,68000,86,5848000,"Thiamethoxam",1680.6,"O3.Mean",NA
"10149","Wisconsin",2005,64000,83,5312000,"Thiamethoxam",3063,"O3.Mean",NA
"10150","Wisconsin",2006,64000,93,5952000,"Thiamethoxam",7194.5,"O3.Mean",0.0230815545977011
"10151","Wisconsin",2007,60000,84,5040000,"Thiamethoxam",7236.8,"O3.Mean",0.0151424193548387
"10152","Wisconsin",2008,58000,80,4640000,"Thiamethoxam",11522.2,"O3.Mean",NA
"10153","Wisconsin",2009,63000,60,3780000,"Thiamethoxam",18956,"O3.Mean",NA
"10154","Wisconsin",2010,64000,64,4096000,"Thiamethoxam",14277.6,"O3.Mean",NA
"10155","Wisconsin",2011,57000,63,3591000,"Thiamethoxam",14983.6,"O3.Mean",NA
"10156","Wisconsin",2012,60000,69,4140000,"Thiamethoxam",18072.8,"O3.Mean",NA
"10157","Wisconsin",2013,59000,60,3540000,"Thiamethoxam",16506,"O3.Mean",NA
"10158","Wisconsin",2014,53000,54,2862000,"Thiamethoxam",22715,"O3.Mean",NA
"10159","Wisconsin",2015,52000,67,3484000,"Thiamethoxam",7233.8,"O3.Mean",NA
"10160","Wisconsin",2016,54000,62,3348000,"Thiamethoxam",1706.2,"O3.Mean",NA
"10161","Wisconsin",2017,53000,56,2968000,"Thiamethoxam",NA,"O3.Mean",NA
"10162","Wyoming",1991,41000,52,2132000,"Thiamethoxam",NA,"O3.Mean",NA
"10163","Wyoming",1992,41000,70,2870000,"Thiamethoxam",NA,"O3.Mean",NA
"10164","Wyoming",1993,34000,55,1870000,"Thiamethoxam",NA,"O3.Mean",NA
"10165","Wyoming",1994,46000,69,3174000,"Thiamethoxam",NA,"O3.Mean",NA
"10166","Wyoming",1995,38000,36,1368000,"Thiamethoxam",0,"O3.Mean",NA
"10167","Wyoming",1996,40000,73,2920000,"Thiamethoxam",0,"O3.Mean",NA
"10168","Wyoming",1997,38000,62,2356000,"Thiamethoxam",0,"O3.Mean",NA
"10169","Wyoming",1998,46000,60,2760000,"Thiamethoxam",0,"O3.Mean",NA
"10170","Wyoming",1999,37000,72,2664000,"Thiamethoxam",0,"O3.Mean",NA
"10171","Wyoming",2000,39000,93,3627000,"Thiamethoxam",0,"O3.Mean",NA
"10172","Wyoming",2001,38000,77,2926000,"Thiamethoxam",4.3,"O3.Mean",NA
"10173","Wyoming",2002,38000,63,2394000,"Thiamethoxam",22,"O3.Mean",NA
"10174","Wyoming",2003,39000,81,3159000,"Thiamethoxam",35.1,"O3.Mean",NA
"10175","Wyoming",2004,39000,75,2925000,"Thiamethoxam",75.2,"O3.Mean",NA
"10176","Wyoming",2005,40000,56,2240000,"Thiamethoxam",105.7,"O3.Mean",NA
"10177","Wyoming",2006,39000,85,3315000,"Thiamethoxam",83.7,"O3.Mean",NA
"10178","Wyoming",2007,43000,80,3440000,"Thiamethoxam",76.3,"O3.Mean",0.0404162049861496
"10179","Wyoming",2008,39000,61,2379000,"Thiamethoxam",859.2,"O3.Mean",0.0398174887459808
"10180","Wyoming",2009,37000,48,1776000,"Thiamethoxam",469.7,"O3.Mean",NA
"10181","Wyoming",2010,34000,36,1224000,"Thiamethoxam",663.7,"O3.Mean",NA
"10182","Wyoming",2011,35000,54,1890000,"Thiamethoxam",271.6,"O3.Mean",0.0393024823584029
"10183","Wyoming",2012,50000,51,2550000,"Thiamethoxam",423.3,"O3.Mean",0.0370655942622951
"10184","Wyoming",2013,47000,66,3102000,"Thiamethoxam",526.2,"O3.Mean",0.0392668300835655
"10185","Wyoming",2014,38000,61,2318000,"Thiamethoxam",566.1,"O3.Mean",0.0368778244382023
"10186","Wyoming",2015,38000,77,2926000,"Thiamethoxam",19,"O3.Mean",0.0365329155188246
"10187","Wyoming",2016,40000,68,2720000,"Thiamethoxam",9.4,"O3.Mean",0.0391485111111111
"10188","Wyoming",2017,39000,53,2067000,"Thiamethoxam",NA,"O3.Mean",NA
"10189","Alabama",1991,23000,24,552000,"Acetamiprid",NA,"O3.Mean",NA
"10190","Alabama",1992,25000,41,1025000,"Acetamiprid",NA,"O3.Mean",NA
"10191","Alabama",1993,19000,45,855000,"Acetamiprid",NA,"O3.Mean",NA
"10192","Alabama",1994,18000,50,9e+05,"Acetamiprid",NA,"O3.Mean",NA
"10193","Alabama",1995,16000,58,928000,"Acetamiprid",0,"O3.Mean",NA
"10194","Alabama",1996,15000,64,960000,"Acetamiprid",0,"O3.Mean",NA
"10195","Alabama",1997,14000,66,924000,"Acetamiprid",0,"O3.Mean",NA
"10196","Alabama",1998,16000,71,1136000,"Acetamiprid",0,"O3.Mean",NA
"10197","Alabama",1999,17000,68,1156000,"Acetamiprid",0,"O3.Mean",NA
"10198","Alabama",2000,16000,78,1248000,"Acetamiprid",0,"O3.Mean",NA
"10199","Alabama",2001,14000,73,1022000,"Acetamiprid",0,"O3.Mean",NA
"10200","Alabama",2002,12000,86,1032000,"Acetamiprid",0,"O3.Mean",NA
"10201","Alabama",2003,13000,82,1066000,"Acetamiprid",0,"O3.Mean",NA
"10202","Alabama",2004,12000,87,1044000,"Acetamiprid",0,"O3.Mean",NA
"10203","Alabama",2005,13000,66,858000,"Acetamiprid",0,"O3.Mean",NA
"10204","Alabama",2006,11000,72,792000,"Acetamiprid",0,"O3.Mean",NA
"10205","Alabama",2007,11000,56,616000,"Acetamiprid",0,"O3.Mean",NA
"10206","Alabama",2008,9000,66,594000,"Acetamiprid",0,"O3.Mean",NA
"10207","Alabama",2009,9000,50,450000,"Acetamiprid",0,"O3.Mean",NA
"10208","Alabama",2010,9000,54,486000,"Acetamiprid",0,"O3.Mean",NA
"10209","Alabama",2011,9000,50,450000,"Acetamiprid",0,"O3.Mean",NA
"10210","Alabama",2012,8000,54,432000,"Acetamiprid",0,"O3.Mean",NA
"10211","Alabama",2013,7000,52,364000,"Acetamiprid",0,"O3.Mean",0.0120988387096774
"10212","Alabama",2014,7000,53,371000,"Acetamiprid",0,"O3.Mean",0.0246326357615894
"10213","Alabama",2015,7000,47,329000,"Acetamiprid",0,"O3.Mean",0.0239999666666667
"10214","Alabama",2016,7000,52,364000,"Acetamiprid",NA,"O3.Mean",0.028347744966443
"10215","Alabama",2017,7000,45,315000,"Acetamiprid",NA,"O3.Mean",NA
"10216","Arizona",1991,75000,50,3750000,"Acetamiprid",NA,"O3.Mean",NA
"10217","Arizona",1992,70000,54,3780000,"Acetamiprid",NA,"O3.Mean",NA
"10218","Arizona",1993,55000,77,4235000,"Acetamiprid",NA,"O3.Mean",NA
"10219","Arizona",1994,47000,59,2773000,"Acetamiprid",0,"O3.Mean",NA
"10220","Arizona",1995,52000,79,4108000,"Acetamiprid",0,"O3.Mean",NA
"10221","Arizona",1996,32000,60,1920000,"Acetamiprid",0,"O3.Mean",NA
"10222","Arizona",1997,42000,80,3360000,"Acetamiprid",0,"O3.Mean",NA
"10223","Arizona",1998,55000,60,3300000,"Acetamiprid",0,"O3.Mean",NA
"10224","Arizona",1999,52000,62,3224000,"Acetamiprid",0,"O3.Mean",NA
"10225","Arizona",2000,40000,59,2360000,"Acetamiprid",0,"O3.Mean",0.0251835403460838
"10226","Arizona",2001,43000,59,2537000,"Acetamiprid",0,"O3.Mean",0.0230999161643836
"10227","Arizona",2002,38000,63,2394000,"Acetamiprid",141.6,"O3.Mean",0.0242299582648402
"10228","Arizona",2003,35000,72,2520000,"Acetamiprid",1120.2,"O3.Mean",0.0239237199086758
"10229","Arizona",2004,32000,55,1760000,"Acetamiprid",1635.9,"O3.Mean",0.0238701108378871
"10230","Arizona",2005,36000,50,1800000,"Acetamiprid",2509.3,"O3.Mean",0.0232330628614916
"10231","Arizona",2006,30000,65,1950000,"Acetamiprid",3470.6,"O3.Mean",0.0253524820395738
"10232","Arizona",2007,30000,64,1920000,"Acetamiprid",679.5,"O3.Mean",0.0254796049902152
"10233","Arizona",2008,25000,64,1600000,"Acetamiprid",1791.8,"O3.Mean",0.0269290745186052
"10234","Arizona",2009,20000,52,1040000,"Acetamiprid",1246.8,"O3.Mean",0.0263044441943901
"10235","Arizona",2010,24000,77,1848000,"Acetamiprid",857.7,"O3.Mean",0.0278142795303327
"10236","Arizona",2011,23000,53,1219000,"Acetamiprid",1134.2,"O3.Mean",0.0280831214611872
"10237","Arizona",2012,22000,46,1012000,"Acetamiprid",1535.1,"O3.Mean",0.0272079716528163
"10238","Arizona",2013,29000,36,1044000,"Acetamiprid",1961.4,"O3.Mean",0.027898802283105
"10239","Arizona",2014,26000,39,1014000,"Acetamiprid",569.1,"O3.Mean",0.0274481582648402
"10240","Arizona",2015,26000,49,1274000,"Acetamiprid",1319.1,"O3.Mean",0.0274461844748859
"10241","Arizona",2016,27000,46,1242000,"Acetamiprid",NA,"O3.Mean",0.0225275769230769
"10242","Arizona",2017,22000,40,880000,"Acetamiprid",NA,"O3.Mean",NA
"10243","Arkansas",1991,47000,79,3713000,"Acetamiprid",NA,"O3.Mean",NA
"10244","Arkansas",1992,45000,65,2925000,"Acetamiprid",NA,"O3.Mean",NA
"10245","Arkansas",1993,50000,73,3650000,"Acetamiprid",NA,"O3.Mean",NA
"10246","Arkansas",1994,50000,71,3550000,"Acetamiprid",NA,"O3.Mean",NA
"10247","Arkansas",1995,50000,60,3e+06,"Acetamiprid",0,"O3.Mean",NA
"10248","Arkansas",1996,40000,84,3360000,"Acetamiprid",0,"O3.Mean",NA
"10249","Arkansas",1997,50000,95,4750000,"Acetamiprid",0,"O3.Mean",NA
"10250","Arkansas",1998,53000,65,3445000,"Acetamiprid",0,"O3.Mean",NA
"10251","Arkansas",1999,52000,89,4628000,"Acetamiprid",0,"O3.Mean",NA
"10252","Arkansas",2000,52000,93,4836000,"Acetamiprid",0,"O3.Mean",NA
"10253","Arkansas",2001,50000,98,4900000,"Acetamiprid",0,"O3.Mean",NA
"10254","Arkansas",2002,45000,88,3960000,"Acetamiprid",107.9,"O3.Mean",NA
"10255","Arkansas",2003,40000,75,3e+06,"Acetamiprid",20.8,"O3.Mean",NA
"10256","Arkansas",2004,40000,57,2280000,"Acetamiprid",3312.4,"O3.Mean",NA
"10257","Arkansas",2005,36000,69,2484000,"Acetamiprid",981.2,"O3.Mean",NA
"10258","Arkansas",2006,32000,76,2432000,"Acetamiprid",4686.6,"O3.Mean",NA
"10259","Arkansas",2007,28000,80,2240000,"Acetamiprid",1277.4,"O3.Mean",0.0247406428571429
"10260","Arkansas",2008,28000,75,2100000,"Acetamiprid",995.7,"O3.Mean",0.0248897404371585
"10261","Arkansas",2009,24000,57,1368000,"Acetamiprid",349.1,"O3.Mean",0.0244871890410959
"10262","Arkansas",2010,25000,60,1500000,"Acetamiprid",902.7,"O3.Mean",0.0276502904109589
"10263","Arkansas",2011,22000,64,1408000,"Acetamiprid",2874.3,"O3.Mean",0.0274612821917808
"10264","Arkansas",2012,25000,63,1575000,"Acetamiprid",59.7,"O3.Mean",0.0278875601092896
"10265","Arkansas",2013,22000,60,1320000,"Acetamiprid",0,"O3.Mean",0.0255774082191781
"10266","Arkansas",2014,21000,65,1365000,"Acetamiprid",692.1,"O3.Mean",0.0238515068493151
"10267","Arkansas",2015,24000,72,1728000,"Acetamiprid",748,"O3.Mean",0.0243349313186813
"10268","Arkansas",2016,24000,69,1656000,"Acetamiprid",NA,"O3.Mean",0.0260095934065934
"10269","Arkansas",2017,29000,77,2233000,"Acetamiprid",NA,"O3.Mean",NA
"10270","California",1991,520000,63,32760000,"Acetamiprid",NA,"O3.Mean",NA
"10271","California",1992,470000,57,31490000,"Acetamiprid",NA,"O3.Mean",NA
"10272","California",1993,5e+05,90,4.5e+07,"Acetamiprid",NA,"O3.Mean",NA
"10273","California",1994,4e+05,60,2.4e+07,"Acetamiprid",0,"O3.Mean",NA
"10274","California",1995,420000,93,39060000,"Acetamiprid",0,"O3.Mean",NA
"10275","California",1996,390000,70,27300000,"Acetamiprid",0,"O3.Mean",NA
"10276","California",1997,420000,75,31500000,"Acetamiprid",0,"O3.Mean",NA
"10277","California",1998,450000,83,37350000,"Acetamiprid",0,"O3.Mean",NA
"10278","California",1999,465000,60,27900000,"Acetamiprid",0,"O3.Mean",NA
"10279","California",2000,440000,70,30800000,"Acetamiprid",0,"O3.Mean",0.0237092653760287
"10280","California",2001,460000,61,28060000,"Acetamiprid",0,"O3.Mean",0.0247876958272616
"10281","California",2002,470000,50,23500000,"Acetamiprid",3007.5,"O3.Mean",0.026234147022408
"10282","California",2003,480000,67,32160000,"Acetamiprid",12293,"O3.Mean",0.0257119094311859
"10283","California",2004,390000,45,17550000,"Acetamiprid",15984.1,"O3.Mean",0.0261262232456458
"10284","California",2005,4e+05,75,3e+07,"Acetamiprid",13997.2,"O3.Mean",0.0251344205584152
"10285","California",2006,380000,52,19760000,"Acetamiprid",13963.7,"O3.Mean",0.0263018169288092
"10286","California",2007,340000,40,13600000,"Acetamiprid",11249.3,"O3.Mean",0.0265726577916654
"10287","California",2008,360000,51,18360000,"Acetamiprid",36480.3,"O3.Mean",0.0270879354377795
"10288","California",2009,355000,33,11715000,"Acetamiprid",9496.4,"O3.Mean",0.0261475795386911
"10289","California",2010,410000,67,27470000,"Acetamiprid",11462,"O3.Mean",0.02577671087678
"10290","California",2011,370000,48,17760000,"Acetamiprid",15457,"O3.Mean",0.026094416842295
